monthly_income,monthly_expenses,monthly_emi,cash_flow_surplus,debt_to_income,average_balance,minimum_balance_ratio,income_stability,expense_volatility,transaction_regularity,negative_cashflow_months,income_trend_3m,utility_payment_consistency,digital_transaction_ratio,savings_rate,failed_payment_count,non_debt_recurring_obligations,existing_debt_amount,credit_history_available,credit_history_length,default_probability_ground_truth,default_risk
89485.48,43933.96,3000.0,42551.52,0.0335,239622.89,0.5362,0.97,0.084,0.965,0,0.0543,0.947,0.918,0.4755,0,5248.11,45000.0,0,0,0.0004,0
45441.37,22269.45,3000.0,20171.92,0.066,127376.31,0.762,0.973,0.103,0.956,0,0.0415,0.93,0.815,0.4439,0,7279.6,45000.0,0,0,0.0079,0
54067.59,28321.37,0.0,25746.22,0.0,153098.45,0.6815,0.969,0.076,0.973,0,0.0664,0.947,0.863,0.4762,0,5981.36,0.0,0,0,0.0015,0
38891.99,25521.33,1500.0,11870.66,0.0386,66737.76,0.4656,0.897,0.13,0.894,0,0.1356,0.966,0.925,0.3052,0,3306.5,18000.0,0,0,0.0898,0
40735.94,31908.67,12000.0,-3172.73,0.2946,1433.02,0.0123,0.916,0.1,0.648,21,-0.1902,0.76,0.627,0.0,1,4392.84,288000.0,0,0,0.9999,1
55811.69,28225.06,0.0,27586.63,0.0,161550.18,0.6848,0.97,0.072,0.915,0,0.0573,0.988,0.804,0.4943,0,5641.24,0.0,0,0,0.0014,0
63863.23,30867.39,3000.0,29995.83,0.047,189349.42,0.8203,0.972,0.101,0.971,0,0.0571,0.965,0.831,0.4697,0,5469.91,45000.0,1,12,0.001,0
21258.59,16506.21,16000.0,-11247.62,0.7526,500.0,0.0235,0.905,0.117,0.689,24,-0.2386,0.708,0.661,0.0,4,6499.65,384000.0,0,0,1.0,1
46840.68,23288.65,3000.0,20552.03,0.064,132013.47,0.7925,0.972,0.089,0.909,0,0.0537,0.999,0.911,0.4388,0,6309.6,45000.0,0,0,0.0036,0
53717.48,25071.67,6000.0,22645.81,0.1117,142733.02,0.7301,0.973,0.082,0.937,0,0.0658,0.968,0.806,0.4216,0,8787.83,90000.0,0,0,0.0055,0
49979.08,24434.23,0.0,25544.85,0.0,152221.08,0.7179,0.976,0.079,0.973,0,0.0342,0.977,0.898,0.5111,0,7390.03,0.0,0,0,0.0012,0
68819.48,34094.98,3000.0,31724.51,0.0436,185968.77,0.6192,0.973,0.09,0.933,0,0.0364,0.951,0.772,0.461,0,7129.87,45000.0,0,0,0.0022,0
61576.17,31044.11,0.0,30532.06,0.0,178104.59,0.6456,0.973,0.083,0.94,0,0.0545,0.961,0.859,0.4958,0,5967.81,0.0,1,2,0.0011,0
107195.56,54205.82,3000.0,49989.74,0.028,271097.93,0.3932,0.972,0.105,0.939,0,0.0444,0.983,0.847,0.4663,0,7783.45,45000.0,0,0,0.0003,0
105107.77,65842.27,8000.0,31265.5,0.0761,145852.46,0.416,0.824,0.204,0.903,0,0.5,0.941,0.861,0.2975,0,9200.05,144000.0,1,9,0.0339,0
66406.01,33729.18,6000.0,26676.82,0.0904,170502.18,0.7726,0.972,0.096,0.967,0,0.0665,0.982,0.91,0.4017,0,7872.44,90000.0,0,0,0.0018,0
70049.48,42281.43,16000.0,11768.05,0.2284,61723.86,0.368,0.825,0.163,0.925,0,0.4188,0.942,0.857,0.168,0,11348.24,288000.0,0,0,0.4664,0
28863.26,21837.71,8000.0,-974.45,0.2772,1170.9,0.0173,0.908,0.112,0.591,15,-0.1299,0.633,0.644,0.0,1,4872.48,192000.0,0,0,0.9999,1
24005.38,15308.66,0.0,8696.73,0.0,54755.59,0.7603,0.905,0.112,0.867,0,0.0146,0.881,0.945,0.3623,1,3217.99,0.0,0,0,0.1361,0
46477.03,29843.28,1500.0,15133.75,0.0323,75634.76,0.3482,0.887,0.163,0.842,0,0.0716,0.92,0.87,0.3256,0,3933.35,18000.0,0,0,0.26,0
32068.91,24513.68,16000.0,-8444.77,0.4989,773.59,0.0156,0.903,0.103,0.603,24,-0.1863,0.671,0.683,0.0,3,4063.17,384000.0,1,25,1.0,1
65607.89,32901.89,0.0,32706.0,0.0,197535.18,0.7373,0.977,0.094,0.938,0,0.0441,0.999,0.864,0.4985,0,8155.83,0.0,1,6,0.0006,0
46676.87,29057.03,12000.0,5619.84,0.2571,47855.35,0.6499,0.873,0.137,0.837,1,0.36,0.881,0.804,0.1204,0,6265.15,216000.0,1,22,0.536,1
71143.63,34108.82,3000.0,34034.81,0.0422,205345.27,0.7003,0.974,0.095,0.973,0,0.0589,0.997,0.829,0.4784,0,8451.01,45000.0,0,0,0.0007,0
100962.02,62584.9,16000.0,22377.12,0.1585,97472.33,0.2678,0.835,0.194,0.902,0,0.3335,0.855,0.899,0.2216,0,6003.34,288000.0,0,0,0.3658,0
81440.87,48965.56,4000.0,28475.31,0.0491,134808.66,0.4743,0.828,0.22,0.822,0,0.4898,0.903,0.874,0.3496,0,8480.14,72000.0,1,19,0.0637,0
25001.62,19535.53,12000.0,-6533.91,0.48,560.7,0.02,0.906,0.103,0.708,24,-0.1838,0.615,0.556,0.0,3,6801.75,288000.0,1,19,1.0,1
83082.34,49179.46,8000.0,25902.88,0.0963,124480.74,0.4718,0.825,0.183,0.884,0,0.36,0.867,0.75,0.3118,1,9708.44,144000.0,0,0,0.247,0
44462.73,27529.28,3500.0,13433.45,0.0787,70443.02,0.3726,0.881,0.139,0.812,0,0.0653,0.895,0.824,0.3021,0,4713.6,42000.0,0,0,0.372,1
40036.69,25288.59,1500.0,13248.11,0.0375,66020.26,0.308,0.888,0.16,0.856,0,-0.0609,0.892,0.942,0.3309,0,3696.59,18000.0,0,0,0.3925,1
101675.32,61640.89,8000.0,32034.42,0.0787,145445.67,0.392,0.842,0.174,0.877,0,0.2764,0.825,0.801,0.3151,0,10627.85,144000.0,1,3,0.0766,0
98998.42,63027.26,16000.0,19971.16,0.1616,105447.24,0.3984,0.867,0.197,0.839,0,0.224,0.948,0.76,0.2017,0,7489.8,288000.0,0,0,0.3695,1
71953.03,37442.56,0.0,34510.47,0.0,207555.94,0.6984,0.974,0.097,0.902,0,0.0458,0.931,0.876,0.4796,0,7076.39,0.0,0,0,0.0008,0
31426.14,20108.96,0.0,11317.18,0.0,64456.11,0.6195,0.891,0.123,0.898,0,-0.0718,0.925,0.861,0.3601,0,4656.93,0.0,0,0,0.1015,0
42420.66,26200.42,1500.0,14720.23,0.0354,79663.29,0.4554,0.885,0.109,0.825,0,-0.0952,0.957,0.903,0.347,0,4267.63,18000.0,0,0,0.1328,0
107911.58,66941.96,8000.0,32969.62,0.0741,153563.67,0.3749,0.841,0.197,0.856,0,0.2986,0.868,0.864,0.3055,0,9628.0,144000.0,1,7,0.0685,0
33600.64,25732.51,12000.0,-4131.86,0.3571,560.54,0.0149,0.907,0.11,0.708,24,-0.2019,0.75,0.59,0.0,2,6389.66,288000.0,1,9,1.0,1
42531.75,27872.93,1500.0,13158.83,0.0353,70665.13,0.4058,0.897,0.125,0.9,0,-0.059,0.858,0.87,0.3094,0,3399.37,18000.0,0,0,0.2267,0
104696.54,67291.0,8000.0,29405.54,0.0764,128524.13,0.2864,0.857,0.179,0.845,0,0.1313,0.859,0.721,0.2809,0,9622.88,144000.0,1,22,0.2205,1
54369.01,26567.44,0.0,27801.57,0.0,180752.73,1.01,0.97,0.105,0.96,0,0.056,0.985,0.764,0.5113,0,7196.93,0.0,0,0,0.0006,0
38687.04,24295.83,1500.0,12891.21,0.0388,70387.73,0.5011,0.893,0.149,0.81,0,0.0693,0.964,0.854,0.3332,0,3768.61,18000.0,0,0,0.1793,0
32288.6,20792.46,1500.0,9996.14,0.0465,57751.55,0.5598,0.898,0.117,0.931,0,-0.0017,0.958,0.879,0.3096,0,3296.75,18000.0,0,0,0.1052,0
53063.19,25645.67,3000.0,24417.53,0.0565,144659.29,0.6449,0.971,0.108,0.932,0,0.0661,0.926,0.87,0.4602,0,7977.05,45000.0,1,13,0.0064,0
78701.9,48961.74,12000.0,17740.16,0.1525,85114.93,0.3409,0.837,0.16,0.838,0,0.44,0.93,0.843,0.2254,0,6223.61,216000.0,0,0,0.2559,0
70754.32,35577.71,3000.0,32176.62,0.0424,182831.91,0.54,0.973,0.087,0.95,0,0.0623,0.948,0.783,0.4548,0,5198.76,45000.0,0,0,0.0022,0
88221.95,55290.77,16000.0,16931.17,0.1814,96529.0,0.401,0.884,0.16,0.833,0,0.2899,0.821,0.785,0.1919,0,7520.19,288000.0,0,0,0.4112,1
101016.16,61822.28,8000.0,31193.88,0.0792,133929.65,0.3159,0.849,0.169,0.836,0,0.3869,0.914,0.88,0.3088,0,9550.7,144000.0,0,0,0.0505,0
65273.05,40260.36,8000.0,17012.69,0.1226,96365.78,0.6056,0.854,0.167,0.823,0,0.4068,0.937,0.896,0.2606,0,11220.0,144000.0,1,4,0.0987,0
46097.46,23196.2,0.0,22901.26,0.0,150780.82,1.007,0.972,0.091,0.908,0,0.0586,0.934,0.783,0.4968,0,6949.47,0.0,1,2,0.0015,0
41253.02,25715.18,0.0,15537.84,0.0,79774.62,0.4108,0.889,0.15,0.901,0,0.1421,0.899,0.93,0.3766,0,3562.16,0.0,0,0,0.0953,0
28718.66,22139.36,8000.0,-1420.7,0.2786,2524.67,0.0174,0.899,0.136,0.635,21,-0.2611,0.654,0.74,0.0,2,6377.05,192000.0,0,0,1.0,1
26471.74,16291.72,2500.0,7680.02,0.0944,46120.03,0.5711,0.905,0.119,0.814,0,-0.037,0.881,0.94,0.2901,0,3836.49,30000.0,0,0,0.3182,0
57369.91,29051.81,3000.0,25318.1,0.0523,149144.23,0.5863,0.971,0.097,0.927,0,0.0349,0.92,0.834,0.4413,0,5202.18,45000.0,0,0,0.007,0
58489.32,37167.12,4000.0,17322.2,0.0684,84669.77,0.4949,0.848,0.151,0.918,0,0.3845,0.88,0.835,0.2962,0,7063.35,72000.0,1,16,0.0928,0
67489.78,42188.4,4000.0,21301.38,0.0593,107912.88,0.5477,0.835,0.172,0.828,0,0.3705,0.938,0.861,0.3156,0,9274.92,72000.0,0,0,0.0702,0
58115.01,29837.04,6000.0,22277.97,0.1032,136899.38,0.6469,0.97,0.073,0.907,0,0.0495,0.983,0.821,0.3833,0,7643.19,90000.0,0,0,0.007,1
36760.31,28519.71,12000.0,-3759.39,0.3264,1083.75,0.0136,0.916,0.099,0.619,22,-0.115,0.684,0.592,0.0,1,5058.42,288000.0,1,15,1.0,1
21667.02,16530.59,12000.0,-6863.57,0.5538,627.05,0.0231,0.923,0.113,0.627,24,-0.1088,0.617,0.578,0.0,1,5545.86,288000.0,1,24,1.0,1
121309.08,75738.42,12000.0,33570.65,0.0989,148500.86,0.3115,0.848,0.174,0.831,0,0.1546,0.877,0.764,0.2767,0,8122.29,216000.0,0,0,0.1286,0
145056.49,88217.39,12000.0,44839.09,0.0827,185793.94,0.2993,0.844,0.161,0.825,0,0.3735,0.862,0.781,0.3091,0,11592.12,216000.0,1,6,0.0183,0
34372.83,22107.2,3500.0,8765.64,0.1018,47351.93,0.355,0.878,0.135,0.821,0,-0.1482,0.899,0.894,0.255,1,3453.97,42000.0,0,0,0.8126,1
37393.59,24122.76,3500.0,9770.83,0.0936,54602.0,0.385,0.901,0.133,0.854,0,0.055,0.978,0.874,0.2613,0,3945.3,42000.0,0,0,0.2903,0
43227.75,27393.93,0.0,15833.81,0.0,82335.35,0.4277,0.898,0.134,0.858,0,-0.0243,0.965,0.908,0.3663,0,3199.93,0.0,0,0,0.0931,0
40039.96,31052.13,20000.0,-11012.17,0.4995,574.33,0.0125,0.95,0.073,0.743,24,-0.0672,0.771,0.724,0.0,1,6420.65,480000.0,1,33,1.0,1
43868.01,21530.18,0.0,22337.83,0.0,136577.56,0.7699,0.974,0.108,0.919,0,0.0489,0.923,0.823,0.5092,0,5357.56,0.0,0,0,0.0045,0
26834.37,20476.61,12000.0,-5642.24,0.4472,569.6,0.0186,0.918,0.101,0.582,24,-0.1158,0.678,0.538,0.0,3,5330.78,288000.0,0,0,1.0,1
24246.24,18001.12,20000.0,-13754.88,0.8249,535.45,0.0206,0.932,0.084,0.713,24,-0.0994,0.693,0.637,0.0,1,6506.54,480000.0,0,0,1.0,1
69065.29,33814.17,0.0,35251.12,0.0,216476.93,0.7986,0.974,0.111,0.917,0,0.0458,0.939,0.838,0.5104,0,5912.8,0.0,0,0,0.0006,0
54223.38,33718.48,0.0,20504.9,0.0,99807.53,0.3134,0.893,0.133,0.905,0,-0.0931,0.955,0.841,0.3782,0,4971.89,0.0,0,0,0.0964,0
20669.42,15916.99,12000.0,-7247.56,0.5806,504.12,0.0242,0.919,0.104,0.665,24,-0.1208,0.672,0.735,0.0,1,5765.25,288000.0,0,0,1.0,1
111702.92,67945.15,4000.0,39757.77,0.0358,165146.26,0.3184,0.831,0.187,0.906,0,0.3702,0.828,0.776,0.3559,0,11025.92,72000.0,0,0,0.0307,0
28677.39,21940.38,20000.0,-13263.0,0.6974,593.99,0.0174,0.916,0.101,0.75,24,-0.1968,0.59,0.626,0.0,2,6417.53,480000.0,0,0,1.0,1
76104.7,47399.76,12000.0,16704.94,0.1577,83043.56,0.3716,0.834,0.183,0.889,0,0.4662,0.885,0.838,0.2195,0,9504.3,216000.0,1,14,0.3271,0
104387.92,67251.14,8000.0,29136.78,0.0766,135498.73,0.3592,0.866,0.166,0.894,0,0.1732,0.954,0.828,0.2791,0,9023.55,144000.0,1,22,0.0562,0
50051.19,24344.2,3000.0,22706.99,0.0599,142382.99,0.7837,0.973,0.106,0.959,0,0.051,0.931,0.848,0.4537,0,6346.23,45000.0,1,7,0.0046,0
37498.9,29077.54,20000.0,-11578.64,0.5333,500.0,0.0133,0.936,0.092,0.772,24,-0.1109,0.776,0.525,0.0,2,4668.75,480000.0,0,0,1.0,1
34906.39,22132.45,2500.0,10273.95,0.0716,59298.26,0.5541,0.888,0.156,0.831,0,-0.0062,0.941,0.85,0.2943,0,4476.44,30000.0,0,0,0.3209,0
57298.7,35803.23,4000.0,17495.47,0.0698,94268.72,0.6912,0.86,0.142,0.888,0,0.4138,0.876,0.814,0.3053,2,10569.81,72000.0,1,3,0.1975,0
41693.98,31663.08,12000.0,-1969.1,0.2878,1993.08,0.012,0.922,0.111,0.578,18,-0.1718,0.559,0.54,0.0,2,5606.31,288000.0,1,8,1.0,1
33448.66,25733.22,8000.0,-284.56,0.2392,4827.51,0.0877,0.922,0.085,0.752,14,-0.2193,0.569,0.67,0.0,2,6918.22,192000.0,1,15,0.9998,1
59701.47,30075.8,0.0,29625.68,0.0,184879.89,0.8161,0.977,0.089,0.909,0,0.0355,0.94,0.889,0.4962,0,5269.77,0.0,0,0,0.0008,0
33864.03,21523.62,1500.0,10840.41,0.0443,60705.26,0.5447,0.902,0.131,0.914,0,0.0285,0.86,0.889,0.3201,0,4287.35,18000.0,0,0,0.1659,1
72331.49,44342.27,8000.0,19989.22,0.1106,96338.8,0.4168,0.837,0.187,0.842,0,0.4673,0.899,0.739,0.2764,0,11610.29,144000.0,1,14,0.232,1
97776.33,62229.09,8000.0,27547.25,0.0818,119324.6,0.3287,0.86,0.163,0.83,0,0.2266,0.946,0.752,0.2817,0,7871.58,144000.0,1,13,0.1141,0
40299.1,26440.94,1500.0,12358.16,0.0372,67454.17,0.3755,0.882,0.161,0.815,0,-0.0417,0.871,0.852,0.3067,0,3300.91,18000.0,0,0,0.4777,1
120185.76,75303.88,8000.0,36881.88,0.0666,152812.49,0.2857,0.832,0.176,0.892,0,0.4197,0.822,0.824,0.3069,0,8972.05,144000.0,1,7,0.043,0
35462.69,22295.74,1500.0,11666.95,0.0423,63608.02,0.4738,0.921,0.126,0.833,0,0.0333,0.974,0.894,0.329,0,4643.21,18000.0,0,0,0.1261,1
30918.18,23243.17,8000.0,-324.99,0.2587,1423.74,0.0253,0.941,0.096,0.747,13,-0.024,0.768,0.575,0.0,4,4794.07,192000.0,1,7,0.9999,1
36393.99,22705.33,2500.0,11188.66,0.0687,56941.34,0.3765,0.88,0.163,0.853,0,0.1746,0.965,0.881,0.3074,0,3643.11,30000.0,0,0,0.2952,0
89525.44,45788.96,0.0,43736.49,0.0,253302.0,0.6256,0.971,0.087,0.93,0,0.0724,0.97,0.756,0.4885,0,8334.63,0.0,0,0,0.0003,0
149041.42,91570.21,8000.0,49471.21,0.0537,214476.82,0.2933,0.815,0.228,0.854,0,0.4666,0.897,0.822,0.3319,0,9021.0,144000.0,0,0,0.0138,0
72974.77,45998.39,12000.0,14976.38,0.1644,75384.6,0.3429,0.871,0.162,0.886,0,0.3636,0.933,0.725,0.2052,0,9712.2,216000.0,1,11,0.355,0
70869.77,35124.96,3000.0,32744.81,0.0423,194762.52,0.6346,0.973,0.088,0.979,0,0.0462,0.963,0.872,0.462,0,7648.04,45000.0,0,0,0.001,0
45754.2,28916.39,0.0,16837.81,0.0,84836.29,0.3707,0.888,0.121,0.861,0,-0.0191,0.934,0.83,0.368,0,4702.97,0.0,0,0,0.1187,0
43290.17,32512.77,8000.0,2777.4,0.1848,13089.43,0.148,0.919,0.086,0.743,4,-0.1889,0.651,0.708,0.0642,1,4564.29,192000.0,1,26,0.9937,1
34681.09,22168.33,2500.0,10012.76,0.0721,51955.14,0.307,0.898,0.132,0.901,0,0.0515,0.972,0.823,0.2887,0,4572.29,30000.0,0,0,0.3055,1
31194.69,23484.35,20000.0,-12289.66,0.6411,557.52,0.016,0.938,0.094,0.768,24,-0.1528,0.682,0.61,0.0,2,4748.0,480000.0,1,27,1.0,1
61677.82,29803.55,3000.0,28874.27,0.0486,186163.55,0.8487,0.974,0.088,0.902,0,0.0578,0.977,0.797,0.4681,0,8033.99,45000.0,0,0,0.0012,0
33056.95,21280.42,2500.0,9276.53,0.0756,48362.51,0.35,0.885,0.121,0.922,0,0.2686,0.921,0.914,0.2806,0,4015.44,30000.0,0,0,0.1723,1
78623.5,50514.47,8000.0,20109.04,0.1018,96560.5,0.384,0.842,0.197,0.902,0,0.2841,0.874,0.727,0.2558,1,9395.85,144000.0,0,0,0.5455,0
25830.88,19727.94,16000.0,-9897.06,0.6194,529.32,0.0194,0.917,0.126,0.619,24,-0.1636,0.523,0.618,0.0,2,5150.76,384000.0,1,14,1.0,1
34021.0,26197.82,12000.0,-4176.82,0.3527,1182.87,0.0147,0.909,0.104,0.647,24,-0.19,0.746,0.642,0.0,1,4005.15,288000.0,0,0,1.0,1
58561.13,29521.88,0.0,29039.25,0.0,178535.36,0.8032,0.971,0.088,0.923,0,0.0743,0.975,0.87,0.4959,0,5240.85,0.0,1,1,0.0008,0
28755.12,17896.14,3500.0,7358.99,0.1217,42972.42,0.4753,0.899,0.124,0.861,0,-0.0372,0.911,0.929,0.2559,0,3193.23,42000.0,0,0,0.4043,0
74435.87,37223.12,3000.0,34212.75,0.0403,199546.12,0.61,0.974,0.099,0.933,0,0.0659,0.987,0.868,0.4596,0,5350.22,45000.0,0,0,0.0011,0
24910.5,19053.26,8000.0,-2142.77,0.3211,1408.38,0.0201,0.906,0.118,0.553,22,-0.2012,0.614,0.602,0.0,3,5874.42,192000.0,1,32,1.0,1
70630.55,35026.66,0.0,35603.88,0.0,218017.47,0.7536,0.975,0.099,0.979,0,0.0452,0.969,0.915,0.5041,0,6718.76,0.0,0,0,0.0003,0
40610.76,26331.37,0.0,14279.39,0.0,71221.02,0.3481,0.897,0.135,0.934,0,0.0326,0.923,0.938,0.3516,0,3867.37,0.0,0,0,0.1073,0
32807.53,21272.17,2500.0,9035.36,0.0762,50761.49,0.4034,0.9,0.125,0.909,0,-0.0304,0.919,0.894,0.2754,0,4923.41,30000.0,0,0,0.2958,0
39602.59,30236.79,12000.0,-2634.21,0.303,2000.36,0.0126,0.916,0.105,0.566,21,-0.1795,0.741,0.551,0.0,3,6992.58,288000.0,0,0,1.0,1
38513.97,24504.85,1500.0,12509.12,0.0389,65848.38,0.3652,0.892,0.109,0.86,0,-0.155,0.877,0.83,0.3248,0,3653.65,18000.0,0,0,0.3249,0
91339.74,55208.76,8000.0,28130.98,0.0876,128190.87,0.3808,0.85,0.178,0.823,0,0.3949,0.836,0.787,0.308,0,8428.03,144000.0,1,10,0.1177,0
68698.12,33572.02,6000.0,29126.1,0.0873,171024.65,0.5427,0.972,0.083,0.968,0,0.0535,0.992,0.918,0.424,0,8305.19,90000.0,0,0,0.0023,0
44205.72,27919.84,0.0,16285.88,0.0,85280.22,0.4531,0.88,0.136,0.921,0,0.1147,0.957,0.948,0.3684,0,4563.19,0.0,0,0,0.0493,0
26379.35,16903.0,2500.0,6976.35,0.0948,39201.56,0.419,0.9,0.114,0.843,0,0.1482,0.977,0.872,0.2645,1,3350.24,30000.0,0,0,0.4419,0
28802.62,22345.55,8000.0,-1542.93,0.2778,784.15,0.0174,0.906,0.125,0.767,22,-0.1726,0.699,0.601,0.0,3,6441.73,192000.0,1,24,1.0,1
93591.5,57748.32,12000.0,23843.18,0.1282,119273.28,0.4111,0.841,0.219,0.928,0,0.2807,0.856,0.876,0.2548,0,7427.71,216000.0,1,13,0.2414,0
98377.53,60080.02,4000.0,34297.51,0.0407,157252.72,0.4408,0.871,0.138,0.831,0,0.2233,0.938,0.762,0.3486,0,11730.21,72000.0,1,20,0.017,0
101219.04,65154.5,4000.0,32064.54,0.0395,145911.87,0.3913,0.857,0.161,0.932,0,0.3078,0.953,0.784,0.3168,0,7914.5,72000.0,1,17,0.0189,0
68045.9,34415.33,3000.0,30630.57,0.0441,181006.06,0.6713,0.968,0.064,0.979,0,0.0574,0.978,0.82,0.4501,0,8738.35,45000.0,0,0,0.0009,0
39293.62,29735.29,8000.0,1558.33,0.2036,9566.45,0.1403,0.919,0.102,0.678,8,-0.1106,0.607,0.73,0.0397,3,6207.48,192000.0,0,0,0.9997,1
78318.33,38081.32,6000.0,34237.01,0.0766,204615.55,0.6605,0.97,0.087,0.928,0,0.0576,0.999,0.801,0.4372,0,8324.6,90000.0,0,0,0.0012,0
42092.75,26647.57,2500.0,12945.19,0.0594,67374.48,0.3384,0.894,0.143,0.935,0,0.0334,0.943,0.89,0.3075,0,3724.37,30000.0,0,0,0.2076,1
30964.78,19733.58,0.0,11231.21,0.0,63354.08,0.5825,0.908,0.13,0.822,0,0.0003,0.888,0.834,0.3627,0,4985.34,0.0,0,0,0.1528,0
45169.46,22072.59,0.0,23096.87,0.0,156070.96,1.1493,0.971,0.087,0.923,0,0.0618,0.997,0.858,0.5113,0,8912.19,0.0,0,0,0.0005,0
63032.81,38930.1,4000.0,20102.71,0.0635,97282.98,0.4585,0.85,0.189,0.936,0,0.2581,0.937,0.759,0.3189,0,11380.75,72000.0,0,0,0.1403,0
38010.64,24084.6,0.0,13926.04,0.0,75983.76,0.498,0.886,0.131,0.876,0,0.0321,0.919,0.833,0.3664,0,4340.19,0.0,0,0,0.1132,1
81801.89,50112.16,8000.0,23689.73,0.0978,109199.62,0.3777,0.838,0.181,0.941,0,0.3803,0.855,0.823,0.2896,0,8803.02,144000.0,0,0,0.1329,0
55506.54,29200.9,0.0,26305.64,0.0,158348.87,0.6965,0.972,0.074,0.922,0,0.0469,0.935,0.791,0.4739,0,7305.46,0.0,0,0,0.0021,0
59424.3,30588.67,6000.0,22835.63,0.101,144062.25,0.6574,0.973,0.084,0.928,0,0.0632,0.984,0.836,0.3843,0,5363.35,90000.0,1,3,0.0058,0
106870.6,68765.88,4000.0,34104.72,0.0374,148786.17,0.3855,0.838,0.175,0.82,0,0.2319,0.951,0.826,0.3191,0,8877.44,72000.0,0,0,0.0383,0
42795.77,27616.02,0.0,15179.75,0.0,81264.79,0.4906,0.897,0.131,0.823,0,-0.062,0.862,0.911,0.3547,0,4954.37,0.0,0,0,0.1504,0
37161.19,24347.98,0.0,12813.21,0.0,69005.66,0.476,0.902,0.12,0.921,0,0.0546,0.908,0.881,0.3448,0,4209.14,0.0,0,0,0.0809,0
129150.62,80695.03,8000.0,40455.59,0.0619,166318.22,0.2223,0.834,0.196,0.911,0,0.3569,0.925,0.893,0.3132,1,9724.73,144000.0,1,9,0.0577,0
15958.9,12170.84,20000.0,-16211.93,1.2532,528.64,0.0313,0.906,0.111,0.732,24,-0.1796,0.656,0.674,0.0,1,4197.1,480000.0,0,0,1.0,1
37350.09,23392.36,0.0,13957.73,0.0,71734.36,0.3735,0.878,0.153,0.932,0,-0.1081,0.965,0.884,0.3737,0,3574.19,0.0,0,0,0.1917,1
79659.33,49447.94,16000.0,14211.39,0.2009,78597.31,0.3618,0.846,0.168,0.885,0,0.2258,0.85,0.876,0.1784,1,6432.7,288000.0,1,4,0.7596,1
59547.49,29729.51,3000.0,26817.98,0.0504,166240.51,0.7368,0.968,0.108,0.953,0,0.056,0.947,0.809,0.4504,0,6768.72,45000.0,0,0,0.0031,0
39248.76,24818.31,1500.0,12930.45,0.0382,65040.95,0.3611,0.894,0.126,0.861,0,-0.0228,0.921,0.909,0.3294,0,3438.93,18000.0,0,0,0.2172,0
76526.76,48120.02,4000.0,24406.74,0.0523,122173.36,0.5121,0.855,0.182,0.827,0,0.3586,0.91,0.723,0.3189,1,9303.89,72000.0,0,0,0.1747,1
73815.62,37483.89,0.0,36331.73,0.0,222831.49,0.798,0.974,0.089,0.923,0,0.0434,0.992,0.897,0.4922,0,5271.14,0.0,0,0,0.0003,0
74980.25,37655.07,3000.0,34325.18,0.04,202651.27,0.5929,0.969,0.11,0.956,0,0.0561,0.986,0.83,0.4578,0,6588.59,45000.0,1,13,0.0014,0
115088.2,73582.77,8000.0,33505.43,0.0695,153338.39,0.3809,0.833,0.168,0.943,0,0.4093,0.843,0.73,0.2911,0,7367.29,144000.0,1,9,0.0364,0
23870.68,18321.23,8000.0,-2450.56,0.3351,1663.91,0.0209,0.924,0.096,0.712,23,-0.118,0.537,0.534,0.0,1,5500.31,192000.0,0,0,1.0,1
78299.9,37409.88,0.0,40890.02,0.0,236659.11,0.6593,0.971,0.097,0.903,0,0.043,0.967,0.751,0.5222,0,5158.63,0.0,1,12,0.0005,0
72925.74,37071.89,0.0,35853.84,0.0,214870.68,0.6985,0.972,0.109,0.974,0,0.0552,0.944,0.751,0.4916,0,8190.33,0.0,0,0,0.0008,0
53080.41,32969.19,1500.0,18611.21,0.0283,91353.83,0.315,0.899,0.129,0.928,0,-0.0793,0.932,0.859,0.3506,0,3121.6,18000.0,0,0,0.1222,0
41489.1,26488.05,3500.0,11501.06,0.0844,58769.97,0.3191,0.889,0.174,0.826,0,0.0121,0.887,0.864,0.2772,0,3809.8,42000.0,0,0,0.6067,1
39184.38,29827.63,16000.0,-6643.26,0.4083,955.93,0.0128,0.91,0.095,0.729,24,-0.1848,0.669,0.647,0.0,2,6390.88,384000.0,0,0,1.0,1
35594.19,22934.49,0.0,12659.69,0.0,63123.82,0.3524,0.891,0.139,0.83,0,0.1089,0.954,0.839,0.3557,0,4751.23,0.0,0,0,0.1844,0
30264.66,20128.24,0.0,10136.42,0.0,53614.36,0.4064,0.903,0.131,0.816,0,-0.1401,0.892,0.848,0.3349,0,3083.58,0.0,0,0,0.3613,1
32128.99,20745.23,3500.0,7883.76,0.1089,44426.51,0.3972,0.902,0.11,0.91,0,0.0699,0.919,0.821,0.2454,0,4092.6,42000.0,0,0,0.3151,1
65206.9,32404.11,6000.0,26802.79,0.092,172761.96,0.8453,0.971,0.077,0.976,0,0.0642,0.999,0.784,0.411,0,5652.62,90000.0,0,0,0.0013,0
53318.01,26766.94,6000.0,20551.07,0.1125,138579.46,0.8578,0.969,0.081,0.944,0,0.0481,0.964,0.872,0.3854,0,8185.12,90000.0,0,0,0.0041,0
124186.25,78120.93,16000.0,30065.31,0.1288,128251.35,0.2392,0.832,0.194,0.849,0,0.4196,0.87,0.822,0.2421,0,8317.39,288000.0,0,0,0.1863,0
